"","inflation_2019","player_name","salary","TEAM","AGE","HEIGHT","WEIGHT","COLLEGE","COUNTRY","DRAFT.YEAR","DRAFT.ROUND","DRAFT.NUMBER","NETRTG","player_id","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","Tax"
"28",2.5,"Dwight Howard",24256725,"WAS","33","6'11""","265","None","USA","2004","1","1","-8.8","player_2019","C",9,9,25.6,4.8,7.7,0.623,0,0,NA,4.8,7.7,0.623,0.623,3.2,5.3,0.604,2.7,6.6,9.2,0.4,0.8,0.4,1.8,3.8,12.8,"8.95%"
"29",2.5,"Giannis Antetokounmpo",24157304,"MIL","24","6'11""","242","None","Greece","2013","1","15","10.9","player_2019","PF",24,24,34,10,17.5,0.575,0.3,2.5,0.119,9.8,15,0.65,0.584,6.1,8.8,0.692,2.7,10.6,13.3,6,1.5,1.3,4.3,3.2,26.5,"7.65%"
"30",2.5,"Steven Adams",24157304,"OKC","25","7'0""","265","Pittsburgh","New Zealand","2013","1","12","11.1","player_2019","C",24,24,33.3,6.4,10.9,0.59,0,0,NA,6.4,10.9,0.59,0.59,2.6,4.7,0.554,4.9,5,10,1.6,1.5,1,1.6,2.3,15.4,"5.25%"
"31",2.5,"Kevin Love",24119025,"CLE","30","6'10""","251","UCLA","USA","2008","1","5","-12","player_2019","PF",4,4,34,5.3,16.3,0.323,1.8,6,0.292,3.5,10.3,0.341,0.377,6.8,8.3,0.818,2.5,11,13.5,3.5,0.3,0.3,2.5,3.5,19,"5.33%"
"32",2.5,"Marc Gasol",24119025,"MEM","33","7'1""","255","None","Spain","2007","2","48","3.4","player_2019","C",26,26,35,5.8,12.9,0.454,1.7,4.3,0.402,4.1,8.6,0.48,0.521,3.3,4.4,0.739,1.2,7.6,8.8,4,1.4,1.4,1.9,2.8,16.7,"0%"
"33",2.5,"Harrison Barnes",24107258,"DAL","26","6'8""","225","North Carolina","USA","2012","1","7","-4.2","player_2019","SF",21,21,31.7,6,14.5,0.413,2.4,5.9,0.403,3.6,8.6,0.42,0.495,3.3,4.1,0.793,0.9,3.6,4.5,1.3,0.8,0.3,1.7,1.8,17.7,"0%"
"34",2.5,"Chandler Parsons",24107258,"MEM","30","6'10""","230","Florida","USA","2011","2","38","-11.5","player_2019","SF",3,3,15.3,2.3,5.7,0.412,1,3.3,0.3,1.3,2.3,0.571,0.5,0,0,NA,0.3,1,1.3,0.7,0.3,0.3,0.7,2.3,5.7,"0%"
"35",2.5,"Nicolas Batum",2.4e+07,"CHA","30","6'8""","200","None","France","2008","1","25","0.8","player_2019","SF",26,26,30,3.4,7.7,0.443,1.3,3.4,0.375,2.2,4.3,0.496,0.525,0.9,1.1,0.857,1.2,4.3,5.5,3.5,0.9,0.5,1.7,1.7,9,"5.75%"
"36",2.5,"Kawhi Leonard",23114066,"TOR","27","6'7""","230","San Diego State","USA","2011","1","15","8.7","player_2019","SF",22,22,34.7,9.2,18.9,0.488,1.8,4.8,0.381,7.4,14.1,0.524,0.536,5.8,6.8,0.859,1.3,7,8.3,3,1.9,0.7,2,1.5,26.1,"13.60%"
"37",2.5,"DeAndre Jordan",22897200,"DAL","30","6'11""","265","Texas A&M","USA","2008","2","35","-0.6","player_2019","C",25,25,31.3,4,6.6,0.612,0,0,NA,4,6.6,0.612,0.612,2.9,3.8,0.76,2.8,10.8,13.6,2.2,0.7,1,2.4,2.5,11,"0%"
"38",2.5,"Rudy Gobert",22741573,"UTA","26","7'1""","245","None","France","2013","1","27","4.3","player_2019","C",28,28,31,5.7,8.3,0.685,0,0,NA,5.7,8.3,0.685,0.685,3.4,5.8,0.596,3.6,8.6,12.3,1.9,0.9,1.9,1.5,2.8,14.8,"5%"
"39",2.5,"LaMarcus Aldridge",22347015,"SAS","33","6'11""","260","Texas","USA","2006","1","2","-2.1","player_2019","C",28,28,32.9,7.2,15.7,0.459,0,0.3,0,7.2,15.4,0.469,0.459,3.8,4.5,0.827,3.3,6.4,9.7,2.2,0.4,1.2,2.1,2.1,18.2,"0%"
"40",2.5,"Serge Ibaka",21666667,"TOR","29","6'10""","235","None","Democratic Re...","2008","1","24","12.3","player_2019","C",28,19,27.4,6.9,12.5,0.551,0.8,2.7,0.293,6.1,9.8,0.622,0.583,2.1,2.6,0.819,2.1,5.3,7.4,1.4,0.5,1.4,1.8,3.1,16.7,"13.60%"
"41",2.5,"Aaron Gordon",21590909,"ORL","23","6'9""","220","Arizona","USA","2014","1","4","-1.6","player_2019","PF",25,25,32.6,6.4,13.7,0.468,1.7,4.5,0.381,4.7,9.2,0.511,0.531,1.8,2.6,0.682,1.9,5.6,7.5,2.8,1,0.8,1.8,2.5,16.3,"0%"
"42",2.5,"Danilo Gallinari",21587579,"LAC","30","6'10""","225","None","Italy","2008","1","6","1.7","player_2019","SF",26,26,31.5,5.6,12.8,0.434,2.3,5.3,0.445,3.2,7.6,0.426,0.525,5.3,5.8,0.913,1,5.1,6.1,2.2,0.7,0.3,1.1,2,18.8,"12.30%"
"43",2.5,"Victor Oladipo",2.1e+07,"IND","26","6'4""","210","Indiana","USA","2013","1","2","4.7","player_2019","SG",16,16,32.4,8.1,18.3,0.44,2.4,6.9,0.345,5.7,11.4,0.497,0.505,2.9,4.1,0.712,0.5,6.1,6.6,4.7,1.6,0.5,2.3,2,21.4,"3.30%"
"44",2.5,"Ryan Anderson",20421546,"PHX","30","6'10""","240","California","USA","2008","1","21","-15","player_2019","PF",15,8,18.5,1.3,4,0.317,0.5,2.3,0.206,0.8,1.7,0.462,0.375,0.7,0.9,0.786,0.9,2.1,3,1.1,0.2,0.1,0.8,1.5,3.7,"4.54%"
"45",2.5,"Joakim Noah",20261172,"MEM","33","6'11""","230","Florida","USA","2007","1","9","-10.1","player_2019","C",4,0,16.8,2.8,5.8,0.478,0,0,NA,2.8,5.8,0.478,0.478,1.3,2,0.625,1.3,3,4.3,1,0.5,1,2,2.5,6.8,"0%"
"46",2.5,"Kyrie Irving",20099189,"BOS","26","6'3""","193","Duke","Australia","2011","1","1","9.4","player_2019","PG",24,24,31.7,8.4,17.3,0.486,2.6,6.6,0.392,5.8,10.8,0.543,0.56,2.4,3,0.806,1.2,3.5,4.7,6.4,1.6,0.5,2.5,2.5,21.8,"5.15%"
"47",2.5,"Jabari Parker",2e+07,"CHI","23","6'8""","245","Duke","USA","2014","1","2","-11","player_2019","PF",28,17,31,6.3,13.8,0.456,1,3.3,0.293,5.3,10.5,0.507,0.491,2.3,3.1,0.724,1.2,5.9,7.1,2.3,0.6,0.4,2.7,2.4,15.8,"3.75%"
"48",2.5,"Jimmy Butler",19841627,"PHI","29","6'8""","232","Marquette","USA","2011","1","30","1.2","player_2019","SG",23,23,33.7,7.3,15.1,0.48,1.5,3.8,0.398,5.7,11.3,0.508,0.53,4.4,5.3,0.835,1.9,3.3,5.2,3.5,2.1,0.8,1.5,1.9,20.4,"3.07%"
"49",2.5,"Zach LaVine",19500000,"CHI","23","6'5""","200","UCLA","USA","2014","1","13","-9","player_2019","SG",27,27,35.1,8.4,18.7,0.447,1.7,5.2,0.319,6.7,13.5,0.496,0.491,5.4,6.1,0.873,0.4,4.5,4.9,4.8,1,0.6,4,2.2,23.8,"3.75%"
"50",2.5,"Allen Crabbe",19332500,"BKN","26","6'6","212","California","USA","2013","2","31","-1.3","player_2019","SG",27,14,26,3,8.8,0.336,2.3,5.9,0.381,0.7,2.9,0.244,0.464,0.9,1.1,0.774,0.4,3,3.4,1.1,0.6,0.3,1.2,2.5,9.1,"8.82%"
"51",2.5,"Tyler Johnson",19245370,"MIA","26","6'4""","190","Fresno State","USA","Undrafted","Undrafted","Undrafted","-2.2","player_2019","PG",19,1,25.1,4,8.9,0.45,1.4,3.8,0.356,2.6,5.1,0.521,0.527,1.5,2.1,0.725,0.5,2.6,3.1,2.2,0.9,0.6,1.4,1.8,10.9,"0%"
"52",2.5,"John Wall",19169800,"WAS","28","6'4""","210","Kentucky","USA","2010","1","1","-5.7","player_2019","PG",25,25,34.2,7.5,17.1,0.438,1.6,5,0.315,5.9,12.1,0.488,0.484,3.9,5.8,0.676,0.5,3,3.5,8.3,1.6,1,3.4,2.3,20.4,"8.95%"
"53",2.5,"Jeff Teague",1.9e+07,"MIN","30","6'2""","195","Wake Forest","USA","2009","1","19","0.4","player_2019","PG",21,21,31.4,3.8,9.7,0.392,0.9,2.7,0.333,2.9,7,0.415,0.439,3.1,3.6,0.868,0.3,2.1,2.4,8,1.1,0.5,2.4,2.3,11.7,"9.85%"
"54",2.5,"George Hill",1.9e+07,"MIL","32","6'3""","188","Indiana Purdue-Indianapolis","USA","2008","1","26","-2","player_2019","PG",14,13,25.5,4,7.9,0.509,0.9,2.1,0.448,3.1,5.8,0.531,0.568,1.2,1.5,0.81,0.9,1.2,2.1,2.7,0.9,0.1,1.4,2.6,10.1,"7.65%"
"55",2.5,"Klay Thompson",18988725,"GSW","28","6'7""","215","Washington State","USA","2011","1","11","2.5","player_2019","SG",28,28,34.6,8.9,19.7,0.454,2.8,7.8,0.361,6.1,11.9,0.515,0.525,2,2.5,0.814,0.3,3.7,4,1.9,1,0.7,2.1,1.9,22.7,NA
"56",2.5,"Enes Kanter",18622514,"NYK","26","6'11""","250","Kentucky","Turkey","2011","1","3","-8.7","player_2019","C",28,16,26.9,6.2,11.2,0.551,0.1,0.4,0.273,6.1,10.8,0.561,0.556,2.4,3,0.807,4.3,7.3,11.5,2,0.4,0.5,2,2.7,14.9,"8.82%"
"57",2.5,"Wesley Matthews",18622513,"DAL","32","6'5""","220","Marquette","USA","Undrafted","Undrafted","Undrafted","-0.9","player_2019","SG",21,21,31,5.2,11.9,0.438,2.5,6.3,0.398,2.7,5.5,0.483,0.544,2.6,3.3,0.771,0.6,2,2.6,2.4,0.8,0.2,1.2,2.1,15.5,"0%"
"58",2.5,"Goran Dragic",18109175,"MIA","32","6'3""","190","None","Slovenia","2008","2","45","3.5","player_2019","PG",14,14,29.1,5.5,13.4,0.412,1.6,4.9,0.319,3.9,8.4,0.466,0.471,2.7,3.6,0.76,0.6,2.5,3.1,4.9,0.7,0.3,2.5,2.1,15.3,"0%"
"59",2.5,"Kent Bazemore",18089888,"ATL","29","6'5""","201","Old Dominion","USA","Undrafted","Undrafted","Undrafted","-10.3","player_2019","SG",26,21,26.4,4.5,10.4,0.435,1.3,4.5,0.284,3.3,6,0.548,0.496,2.2,2.9,0.773,0.6,3.4,4,2.3,1.7,1,2.1,2.5,12.6,"6%"
"60",2.5,"Evan Turner",17868853,"POR","30","6'7""","220","Ohio State","USA","2010","1","2","-0.7","player_2019","PG",26,0,25.6,3.5,7.5,0.462,0.2,1.1,0.143,3.3,6.4,0.515,0.472,1,1.6,0.619,0.6,4.4,5,4.2,0.7,0.3,2,2.1,8.1,"9.90%"
"61",2.5,"Tristan Thompson",17469565,"CLE","27","6'10""","238","Texas","Canada","2011","1","4","-7.4","player_2019","C",27,27,30.3,5.2,9.5,0.551,0,0,NA,5.2,9.5,0.551,0.551,1.5,2.5,0.612,5,6.6,11.6,2.1,0.8,0.4,1.5,2.3,12,"5.33%"
"62",2.5,"Draymond Green",17469565,"GSW","28","6'7""","230","Michigan State","USA","2012","2","35","9","player_2019","PF",14,14,30.4,2.8,6.4,0.438,0.5,2.2,0.226,2.3,4.1,0.552,0.478,0.9,1.3,0.667,0.9,6.9,7.7,7.2,1.7,0.8,3.2,3.1,6.9,NA
"63",2.5,"Tim Hardaway Jr",17325000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2.5,"Reggie Jackson",17043478,"DET","28","6'3""","208","Boston College","USA","2011","1","24","-4.5","player_2019","PG",25,25,28.7,5.1,12.9,0.393,2,6,0.331,3.1,6.9,0.448,0.471,3,3.5,0.864,0.6,2.1,2.6,4.4,0.8,0.1,1.9,3.2,15.2,"4.25%"
"65",2.5,"Bismack Biyombo",1.7e+07,"CHA","26","6'9""","255","None","Democratic Re...","2011","1","7","-25","player_2019","C",10,0,7.7,0.7,1.2,0.583,0,0,NA,0.7,1.2,0.583,0.583,0.4,0.9,0.444,0.5,1.3,1.8,0.2,0.1,0.9,0.4,1.7,1.8,"5.75%"
"66",2.5,"Evan Fournier",1.7e+07,"ORL","26","6'7""","205","None","France","2012","1","20","-0.5","player_2019","SG",26,26,30.3,5.8,13.8,0.419,2,6.3,0.319,3.8,7.6,0.503,0.492,1.5,1.9,0.76,0.3,2.6,2.9,3.8,1,0.3,1.9,3,15.1,"0%"
"67",2.5,"Derrick Favors",16900000,"UTA","27","6'10""","265","Georgia Tech","USA","2010","1","3","-2.3","player_2019","C",27,24,23.2,4.3,7.1,0.604,0.3,1,0.296,4,6.1,0.655,0.625,1.7,2.8,0.618,2.9,4.1,7,0.9,0.9,1.3,1.2,2.3,10.6,"5%"
"68",2.5,"Pau Gasol",16800000,"SAS","38","7'0""","250","None","Spain","2001","1","3","1.1","player_2019","C",9,0,17.4,2.4,4.8,0.512,0.4,0.8,0.571,2,4,0.5,0.558,1.4,2,0.722,1.2,4.9,6.1,3.3,0.1,1,0.8,1.8,6.8,"0%"
"69",2.5,"Luol Deng",16747954,"MIN","33","6'9""","237","Duke","United Kingdo...","2004","1","7","1.3","player_2019","SF",3,0,8.7,1.3,4,0.333,0,1.7,0,1.3,2.3,0.571,0.333,0.7,1,0.667,1.7,2,3.7,0.3,0.3,0.3,0.3,0.7,3.3,"9.85%"
"70",2.5,"Jonas Valanciunas",16539326,"TOR","26","7'0""","265","None","Lithuania","2011","1","5","5.4","player_2019","C",29,10,19.2,5,8.8,0.573,0.3,1,0.3,4.7,7.8,0.609,0.59,2.7,3.2,0.819,1.8,5.4,7.2,1,0.4,0.8,1.3,2.8,13,"13.60%"
"71",2.5,"Gary Harris",16517857,"DEN","24","6'4""","210","Michigan State","USA","2014","1","19","7.3","player_2019","SG",21,21,32.3,6.2,14.1,0.439,1.7,5.3,0.324,4.5,8.8,0.508,0.5,2.5,3.2,0.791,0.7,2.5,3.2,2.9,1.2,0.4,1.2,2.2,16.6,"4.63%"
"72",2.5,"Andre Iguodala",1.6e+07,"GSW","34","6'6","215","Arizona","USA","2004","1","9","4.3","player_2019","SF",25,11,23.4,1.8,4,0.46,0.6,1.7,0.333,1.3,2.3,0.552,0.53,0.6,1,0.625,0.7,2.5,3.2,3,0.8,0.6,1,1.4,4.8,NA
"73",2.5,"Timofey Mozgov",1.6e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2.5,"Ian Mahinmi",1.6e+07,"WAS","32","6'11""","262","None","France","2005","1","28","-6.2","player_2019","C",15,6,13.2,0.9,2.2,0.424,0.1,0.5,0.143,0.9,1.7,0.5,0.439,1.7,2.5,0.676,1.5,1.9,3.3,0.5,0.5,0.3,0.5,2.3,3.6,"8.95%"
"75",2.5,"Clint Capela",15793104,"HOU","24","6'10""","240","None","Switzerland","2014","1","25","-0.1","player_2019","C",26,26,33.7,7.7,11.8,0.649,0,0,NA,7.7,11.8,0.649,0.649,2,3.5,0.582,4.8,6.7,11.6,1.6,0.5,2,1.7,2.7,17.4,"0%"
"76",2.5,"Dennis Schroeder",15500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2.5,"DeMarre Carroll",15400000,"BKN","32","6'8""","215","Missouri","USA","2009","1","27","-0.3","player_2019","SF",17,0,22.1,2.5,7.2,0.344,1.2,3.8,0.308,1.3,3.4,0.386,0.426,2.5,3,0.824,1.1,4,5.1,0.8,0.4,0.1,1.2,1.6,8.6,"8.82%"
"78",2.5,"Gorgui Dieng",15170787,"MIN","28","6'11""","252","Louisville","Senegal","2013","1","21","1.5","player_2019","C",27,0,13.6,2,4.3,0.453,0.1,0.7,0.2,1.8,3.6,0.505,0.47,1.2,1.4,0.846,0.8,3.1,4,0.8,0.4,0.7,0.8,1.7,5.3,"9.85%"
"79",2.5,"Eric Bledsoe",1.5e+07,"MIL","29","6'1""","205","Kentucky","USA","2010","1","18","9.6","player_2019","PG",26,26,29.7,6,11.9,0.508,1.8,4.8,0.368,4.3,7.1,0.603,0.583,2,2.7,0.732,1.2,3.3,4.5,5.8,1.4,0.5,2.2,2.3,15.8,"7.65%"
"80",2.5,"Trevor Ariza",1.5e+07,"WAS","33","6'8""","215","UCLA","USA","2004","2","43","-13.5","player_2019","SF",25,25,33.9,3.3,8.8,0.373,1.9,5.3,0.353,1.4,3.5,0.402,0.48,1.4,1.6,0.829,0.6,4.8,5.5,3.3,1.4,0.3,1.6,1.7,9.8,"8.95%"
"81",2.5,"Tobias Harris",14800000,"LAC","26","6'9""","235","Tennessee","USA","2011","1","19","3","player_2019","PF",27,27,34.8,8,15.9,0.505,1.9,4.7,0.398,6.1,11.2,0.55,0.564,3,3.5,0.872,0.7,7.5,8.2,2.2,0.6,0.5,2,2.1,21,"12.30%"
"82",2.5,"Ricky Rubio",14800000,"UTA","28","6'4""","190","None","Spain","2009","1","5","3","player_2019","PG",28,28,29.6,4.6,11.5,0.399,1.4,4.4,0.325,3.1,7.1,0.444,0.461,2.5,3,0.833,0.3,3.1,3.4,6.1,1.5,0.2,3,2.9,13.1,"5%"
"83",2.5,"JR Smith",14720000,"CLE","33","6'6","225","None","USA","2004","1","18","-3.4","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.33%"
"84",2.5,"Brandon Knight",14631250,"HOU","27","6'3""","195","Kentucky","USA","2011","1","8","8.7","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%"
"85",2.5,"James Johnson",14420700,"MIA","31","6'8""","240","Wake Forest","USA","2009","1","16","-7.3","player_2019","PF",11,9,20.4,2.8,7.7,0.365,0.8,2.9,0.281,2,4.8,0.415,0.418,1.1,1.2,0.923,0.5,2.3,2.8,2.5,0.6,0.4,1.3,2.2,7.5,"0%"
"86",2.5,"Robin Lopez",14357750,"CHI","30","7'0""","275","Stanford","USA","2008","1","15","-4.4","player_2019","C",21,0,16.4,2.4,4.6,0.526,0.1,0.4,0.222,2.3,4.2,0.557,0.536,0.4,0.6,0.667,0.9,1.1,2,1.1,0.1,0.9,1.4,2,5.3,"3.75%"
"87",2.5,"Marvin Williams",14087500,"CHA","32","6'9""","237","North Carolina","USA","2005","1","2","5.2","player_2019","PF",25,25,25.2,3.2,7.6,0.419,1.6,4.7,0.35,1.6,3,0.527,0.526,0.7,1.1,0.643,0.9,4.4,5.3,1,0.8,0.7,0.6,1.8,8.8,"5.75%"
"88",2.5,"Taj Gibson",1.4e+07,"MIN","33","6'9""","232","Southern California","USA","2009","1","26","-2.1","player_2019","PF",27,27,25.9,4.2,8,0.528,0.4,0.9,0.417,3.9,7.1,0.542,0.551,1.8,2.5,0.706,2.8,4,6.9,1.4,1,0.6,1,2.5,10.6,"9.85%"
"89",2.5,"Kenneth Faried",13764045,"BKN","29","6'8""","220","Morehead State","USA","2011","1","22","-9.4","player_2019","PF",8,0,5.6,1.4,1.8,0.786,0,0,NA,1.4,1.8,0.786,0.786,0.4,0.9,0.429,0.9,1.1,2,0,0.1,0.1,0.4,0.3,3.1,"8.82%"
"90",2.5,"Thaddeus Young",13764045,"IND","30","6'8""","221","Georgia Tech","USA","2007","1","12","7.2","player_2019","PF",27,27,28.9,4.7,9.4,0.502,0.3,1.3,0.265,4.4,8.1,0.539,0.52,0.9,1.6,0.548,1.9,3.7,5.5,1.4,1.4,0.4,1.2,2.2,10.6,"3.30%"
"91",2.5,"Tyson Chandler",13585000,"LAL","36","7'1""","240","None","USA","2001","1","2","-1.3","player_2019","C",24,0,18.8,1.3,2.1,0.588,0,0,NA,1.3,2.1,0.588,0.588,1.2,1.8,0.651,2,4.9,6.9,0.7,0.5,0.3,0.9,2.6,3.7,"12.30%"
"92",2.5,"Marcin Gortat",13565218,"LAC","34","6'11""","240","None","Poland","2005","2","57","-3.1","player_2019","C",21,21,17.5,2.2,4,0.553,0,0,NA,2.2,4,0.553,0.553,1,1.3,0.815,1.3,4.3,5.6,1.6,0.1,0.6,1.1,2.2,5.5,"12.30%"
"93",2.5,"Cody Zeller",13528090,"CHA","26","7'0""","240","Indiana","USA","2013","1","4","3","player_2019","C",25,25,24.3,3.7,6.4,0.578,0.1,0.4,0.3,3.6,6,0.596,0.587,1.8,2.1,0.865,1.8,3.6,5.4,2,0.8,0.7,1.1,3.2,9.4,"5.75%"
"94",2.5,"Eric Gordon",13500375,"HOU","29","6'4""","215","Indiana","USA","2008","1","7","2","player_2019","SG",23,9,32.7,5.4,14.6,0.37,2.6,8.5,0.301,2.8,6,0.468,0.458,2.3,2.9,0.791,0.3,1.9,2.3,1.9,0.5,0.5,1.3,2,15.7,"0%"
"95",2.5,"Michael Kidd-Gilchrist",1.3e+07,"CHA","25","6'7""","232","Kentucky","USA","2012","1","2","3.5","player_2019","PF",20,1,20.2,3.3,6.6,0.496,0.3,0.8,0.4,3,5.8,0.509,0.519,1.8,2.3,0.778,2,3.5,5.5,1.1,0.4,1.3,0.7,2.9,8.6,"5.75%"
"96",2.5,"Khris Middleton",1.3e+07,"MIL","27","6'8""","222","Texas A&M","USA","2012","2","39","9.1","player_2019","SF",25,25,30.6,5.9,13.7,0.429,2.9,7.1,0.407,3,6.6,0.452,0.534,3,3.5,0.864,0.4,5.4,5.8,3.8,1.2,0.1,2.4,2.7,17.7,"7.65%"
"97",2.5,"Mason Plumlee",12917808,"DEN","28","6'11""","235","Duke","USA","2013","1","22","4.8","player_2019","C",27,1,18.1,2.9,4.9,0.598,0,0.1,0.333,2.9,4.8,0.605,0.602,1.1,2.5,0.456,2.2,3.3,5.4,2.1,1.1,1,1.5,3.1,7,"4.63%"
"98",2.5,"Wilson Chandler",12800562,"PHI","31","6'9""","225","DePaul","USA","2007","1","23","8.6","player_2019","PF",16,12,24.4,2.5,5.1,0.488,0.9,2.4,0.395,1.6,2.8,0.568,0.579,0.1,0.4,0.333,1.4,3.3,4.7,1.8,0.4,0.4,1.1,2.4,6.1,"3.07%"
"99",2.5,"Solomon Hill",12763467,"NOP","27","6'7""","225","Arizona","USA","2013","1","23","-2.9","player_2019","SF",17,5,20.9,1.4,3.6,0.393,0.8,2.2,0.351,0.6,1.4,0.458,0.5,0.2,0.5,0.5,0.8,2.3,3.1,1.3,0.5,0.2,0.8,1.6,3.8,"6%"
"100",2.5,"Nikola Vucevic",12750000,"ORL","28","7'0""","260","Southern California","Montenegro","2011","1","16","1.7","player_2019","C",27,27,30.7,8.5,15.7,0.541,1.2,3,0.4,7.3,12.8,0.574,0.579,2.3,2.8,0.84,2.5,9,11.5,3.7,1,1,2.1,2,20.6,"0%"
"101",2.5,"Dion Waiters",12705000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2.5,"Austin Rivers",12650000,"WAS","26","6'4""","200","Duke","USA","2012","1","10","-1.9","player_2019","SG",27,2,23.3,2.6,6.7,0.394,1.1,3.6,0.306,1.5,3,0.5,0.478,0.9,1.5,0.561,0.4,2,2.4,2,0.6,0.3,1.3,2.5,7.2,"8.95%"
"103",2.5,"Joe Ingles",12545455,"UTA","31","6'8""","226","None","Australia","Undrafted","Undrafted","Undrafted","6.6","player_2019","SF",28,28,31.6,4.5,9.9,0.455,2.1,5.6,0.385,2.4,4.3,0.545,0.563,1,1.5,0.674,0.3,3.6,3.9,4.5,1.7,0.2,2.3,2.4,12.2,"5%"
"104",2.5,"Kelly Olynyk",12537527,"MIA","27","7'0""","240","Gonzaga","Canada","2013","1","13","4","player_2019","PF",25,5,19.9,2.9,6.6,0.445,1.4,4.2,0.34,1.5,2.3,0.638,0.555,2.2,2.8,0.789,0.9,3.2,4.1,2,0.7,0.4,1.4,2.4,9.5,"0%"
"105",2.5,"Jeremy Lin",12516746,"ATL","30","6'3""","200","Harvard","USA","Undrafted","Undrafted","Undrafted","-5.6","player_2019","PG",23,0,18.5,3.7,7.1,0.512,1.1,2.7,0.413,2.5,4.4,0.574,0.591,2.5,3,0.841,0.2,2.1,2.3,3.1,0.9,0.1,2,2,11,"6%"
"106",2.5,"Jordan Clarkson",12500000,"CLE","26","6'5""","194","Missouri","USA","2014","2","46","-7.7","player_2019","SG",27,0,25,6.4,14.4,0.443,1.5,4.7,0.317,4.9,9.7,0.504,0.495,1.8,2.1,0.842,1.1,2.2,3.3,2.1,0.6,0.1,1.5,1.7,16,"5.33%"
"107",2.5,"Nikola Mirotic",12500000,"NOP","27","6'10""","250","None","Montenegro","2011","1","23","0.3","player_2019","PF",25,22,30,6,13.4,0.452,2.5,7.2,0.348,3.5,6.1,0.575,0.546,2.8,3.3,0.841,1.6,7.6,9.2,1,0.8,0.6,1.2,2.4,17.4,"6%"
"108",2.5,"Miles Plumlee",12400000,"ATL","30","6'11""","249","Duke","USA","2012","1","26","-10","player_2019","C",16,0,9.7,1.9,2.8,0.682,0,0,NA,1.9,2.8,0.682,0.682,1,1.8,0.571,1,1.3,2.3,0.9,0.4,0.3,0.6,0.8,4.8,"6%"
