"","inflation_2019","player_name","salary","TEAM","AGE","HEIGHT","WEIGHT","COLLEGE","COUNTRY","DRAFT.YEAR","DRAFT.ROUND","DRAFT.NUMBER","NETRTG","player_id","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","Tax"
"250",2.5,"Jodie Meeks",3454500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2.5,"Justise Winslow",3448926,"MIA","22","6'7""","225","Duke","USA","2015","1","10","4.6","player_2019","PF",22,10,28.8,4.1,10.1,0.405,1.3,3.4,0.392,2.8,6.7,0.412,0.471,1.7,2.5,0.704,1.1,4.2,5.3,3.5,1,0.4,2.1,2.5,11.2,"0%"
"252",2.5,"Malik Monk",3447480,"CHA","20","6'3""","200","Kentucky","USA","2017","1","11","0.9","player_2019","SG",25,0,19.6,3.6,9.6,0.372,1.7,5.3,0.323,1.8,4.2,0.434,0.462,1.6,1.8,0.891,0.2,1.5,1.7,1.9,0.6,0.3,1.2,1.5,10.5,"5.75%"
"253",2.5,"Brook Lopez",3382000,"MIL","30","7'0""","270","Stanford","USA","2008","1","10","12.3","player_2019","C",26,26,27.7,4.2,9.6,0.436,2.5,6.7,0.374,1.7,2.9,0.579,0.566,0.9,1.2,0.8,0.5,3.7,4.2,1.1,0.4,1.8,1,2.3,11.8,"7.65%"
"254",2.5,"Shai Gilgeous-Alexander",3375360,"LAC","20","6'6","181","Kentucky","Canada","2018","1","11","0.5","player_2019","PG",27,18,27.3,4,8.4,0.473,0.5,1.4,0.359,3.4,6.9,0.497,0.504,2.2,2.7,0.819,0.9,2.4,3.3,3,1,0.7,1.8,1.9,10.6,"12.30%"
"255",2.5,"Trey Lyles",3364249,"DEN","23","6'10""","234","Kentucky","USA","2015","1","12","4.4","player_2019","PF",27,1,20.6,3.7,9,0.416,0.9,3.4,0.253,2.9,5.6,0.513,0.463,1.7,2.4,0.682,0.7,4,4.7,1.4,0.6,0.4,1.6,1.7,10,"4.63%"
"256",2.5,"Ekpe Udoh",3360000,"UTA","31","6'10""","245","Baylor","USA","2010","1","6","-6.3","player_2019","C",19,0,5.7,0.8,0.9,0.889,0,0,NA,0.8,0.9,0.889,0.889,0.3,0.5,0.5,0.2,0.9,1.1,0.4,0.1,0.5,0.3,0.9,1.9,"5%"
"257",2.5,"Devin Booker",3314365,"PHX","22","6'6","210","Kentucky","USA","2015","1","13","-3.8","player_2019","SG",19,19,35.3,8.5,19.3,0.439,2.4,7.6,0.313,6.1,11.7,0.52,0.5,4.2,5,0.842,0.5,3.1,3.6,6.7,1.2,0.1,4.1,3.5,23.5,"4.54%"
"258",2.5,"Myles Turner",3294994,"IND","22","6'11""","250","Texas","USA","2015","1","11","5.9","player_2019","C",26,26,27.8,4.9,10,0.494,0.4,1.5,0.275,4.5,8.4,0.534,0.515,1.7,2.4,0.714,1.3,5.4,6.7,1.6,0.4,2.8,1.8,2.7,12,"3.30%"
"259",2.5,"Luke Kennard",3275280,"DET","22","6'5""","206","Duke","USA","2017","1","12","0.3","player_2019","SG",8,2,17.9,2.9,6.3,0.46,0.9,2.8,0.318,2,3.5,0.571,0.53,0.1,0.3,0.5,0.1,2.6,2.8,1.1,0.4,0.3,1.3,1.4,6.8,"4.25%"
"260",2.5,"Cameron Payne",3263294,"CHI","24","6'3""","190","Murray State","USA","2015","1","14","-19.3","player_2019","PG",26,12,18.2,2.3,5.7,0.403,0.6,2.1,0.273,1.7,3.6,0.479,0.453,0.8,1,0.88,0.4,1.4,1.8,2.8,0.7,0.2,1.2,1.6,6,"3.75%"
"261",2.5,"Troy Daniels",3258539,"PHX","27","6'4""","205","Virginia Commonwealth","USA","Undrafted","Undrafted","Undrafted","-3.5","player_2019","SG",12,0,16.2,2.6,5.9,0.437,1.9,4.7,0.411,0.7,1.3,0.533,0.599,0.6,0.7,0.875,0.3,1.2,1.5,0.6,0.7,0.1,1,1.6,7.7,"4.54%"
"262",2.5,"Kelly Oubre",3208630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","SF",27,7,25.5,4.4,10.3,0.432,1.4,4.5,0.311,3,5.8,0.526,0.5,2.4,3,0.802,0.8,3.7,4.5,0.7,1,0.7,1,2.4,12.7,NA
"263",2.5,"Miles Bridges",3206640,"CHA","20","6'7""","225","Michigan State","USA","2018","1","12","-0.6","player_2019","SF",25,0,20.5,3,6.2,0.487,0.9,2.6,0.354,2.1,3.6,0.582,0.561,0.8,1,0.731,0.7,3.2,4,1,0.6,0.8,0.6,1.4,7.8,"5.75%"
"264",2.5,"Marquese Chriss",3206160,"HOU","21","6'10""","240","Washington","USA","2016","1","8","-21.8","player_2019","PF",9,0,5.9,0.9,2.3,0.381,0.1,1,0.111,0.8,1.3,0.583,0.405,0.2,0.3,0.667,0.3,0.8,1.1,0.3,0.1,0.2,0.6,1,2.1,"0%"
"265",2.5,"Tomas Satoransky",3129187,"WAS","27","6'7""","210","None","Czech Republi...","2012","2","32","-2","player_2019","SG",27,5,17.4,1.9,4,0.477,0.4,1.1,0.355,1.5,2.8,0.526,0.528,1.2,1.3,0.917,0.5,1.4,2,3,0.7,0.2,0.7,1.6,5.4,"8.95%"
"266",2.5,"Bryn Forbes",3125000,"SAS","25","6'3""","190","Michigan State","USA","Undrafted","Undrafted","Undrafted","-4.3","player_2019","PG",28,28,27.1,4.6,10.1,0.457,2.1,4.9,0.434,2.5,5.2,0.479,0.562,0.9,1.1,0.839,0.3,2,2.3,2.1,0.6,0,1.2,2.4,12.3,"0%"
"267",2.5,"Donovan Mitchell",3111480,"UTA","22","6'3""","215","Louisville","USA","2017","1","13","1.7","player_2019","SG",24,24,32.2,7.8,18.3,0.424,2,6.7,0.3,5.8,11.6,0.495,0.478,3.3,4,0.814,0.4,2.6,3,3.3,1.7,0.3,2.6,2.6,20.8,"5%"
"268",2.5,"Terry Rozier",3050389,"BOS","24","6'1""","190","Louisville","USA","2015","1","16","0.9","player_2019","PG",26,2,22.8,3.2,8.2,0.394,1.4,3.8,0.367,1.8,4.4,0.417,0.479,0.8,1.2,0.7,0.5,3.8,4.3,2.4,0.8,0.3,0.7,1.6,8.7,"5.15%"
"269",2.5,"Jerome Robinson",3050160,"LAC","21","6'5""","190","Boston College","USA","2018","1","13","20.6","player_2019","SG",8,0,5,1.1,2.3,0.5,0.6,1.1,0.556,0.5,1.1,0.444,0.639,0,0,NA,0,0.4,0.4,0.1,0,0,0.1,0.8,2.9,"12.30%"
"270",2.5,"Yogi Ferrell",3e+06,"SAC","25","6'0""","180","Indiana","USA","Undrafted","Undrafted","Undrafted","-6.2","player_2019","SG",16,2,12.1,1.5,3.8,0.4,0.6,1.6,0.346,0.9,2.1,0.441,0.475,0.9,0.9,1,0.1,1.1,1.3,0.8,0.4,0.1,0.4,0.8,4.5,"12.30%"
"271",2.5,"Elfrid Payton",3e+06,"NOP","24","6'4""","185","Louisiana-Lafayette","USA","2014","1","10","3.7","player_2019","PG",6,6,25.3,4,8.5,0.471,0.5,1.2,0.429,3.5,7.3,0.477,0.5,1.2,1.8,0.636,1.2,4,5.2,5.3,0.8,0.2,2,2.7,9.7,"6%"
"272",2.5,"Bam Adebayo",2955840,"MIA","21","6'10""","255","Kentucky","USA","2017","1","14","2.9","player_2019","C",26,4,20.3,3.1,5.6,0.559,0,0.1,0,3.1,5.5,0.57,0.559,2.3,3.2,0.711,2.2,4.9,7.2,1.5,0.7,0.9,1.2,2.4,8.5,"0%"
"273",2.5,"Jakob Poeltl",2947320,"SAS","23","7'0""","230","Utah","Austria","2016","1","9","9.5","player_2019","C",24,3,13.9,2.5,3.8,0.648,0,0,NA,2.5,3.8,0.648,0.648,1,1.4,0.697,2.4,2.5,4.9,1,0.2,0.6,0.8,1.5,5.9,"0%"
"274",2.5,"Michael Porter",2894160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2.5,"Andrew Nicholson",2844429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2.5,"Justin Jackson",2807880,"SAC","23","6'8""","210","North Carolina","USA","2017","1","15","-0.6","player_2019","SF",25,2,20.3,2.6,5.6,0.457,1,2.8,0.352,1.6,2.8,0.565,0.546,0.6,0.9,0.727,0.4,2.2,2.6,1.5,0.4,0.2,0.3,1,6.8,"12.30%"
"277",2.5,"Seth Curry",2795000,"POR","28","6'2""","185","Duke","USA","Undrafted","Undrafted","Undrafted","6.2","player_2019","SG",22,1,16.6,1.5,4.1,0.374,1,2,0.467,0.6,2.1,0.283,0.489,0.2,0.2,1,0.4,1,1.4,0.7,0.1,0.1,0.8,1.2,4.3,"9.90%"
"278",2.5,"Cedi Osman",2775000,"CLE","23","6'8""","215","None","Turkey","2015","2","31","-15","player_2019","SF",25,24,32,4,11,0.365,1.5,4.9,0.311,2.5,6.1,0.408,0.434,1.8,2.2,0.8,0.6,4.5,5.1,2.6,0.8,0.3,1.8,2.4,11.3,"5.33%"
"279",2.5,"Sam Dekker",2760094,"WAS","24","6'9""","230","Wisconsin","USA","2015","1","18","-8.4","player_2019","PF",10,5,17.9,2.3,5.1,0.451,0.5,1.4,0.357,1.8,3.7,0.486,0.5,0.8,1,0.8,0.9,2.5,3.4,1,1.3,0,0.5,1.3,5.9,"8.95%"
"280",2.5,"Troy Brown",2752680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","SF",12,0,6.3,1,2.4,0.414,0.2,0.4,0.4,0.8,2,0.417,0.448,0.6,0.7,0.875,0.3,1.3,1.6,0.8,0.3,0,0.3,0.4,2.8,NA
"281",2.5,"Guerschon Yabusele",2667600,"BOS","23","6'8""","260","None","France","2016","1","16","-9.4","player_2019","PF",14,0,5.4,0.6,1.8,0.32,0.1,0.7,0.2,0.4,1.1,0.4,0.36,0.5,0.6,0.875,0.5,0.6,1.1,0.4,0.3,0.1,0.1,0.9,1.8,"5.15%"
"282",2.5,"Justin Patton",2667600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2.5,"Domantas Sabonis",2659800,"IND","22","6'11""","240","Gonzaga","Lithuania","2016","1","11","4.6","player_2019","C",25,1,24.6,5.5,8.6,0.639,0.2,0.2,0.833,5.3,8.4,0.633,0.65,2.9,3.8,0.76,2.3,7.3,9.6,3.1,0.6,0.6,2.6,3.2,14.2,"3.30%"
"284",2.5,"Jerian Grant",2639313,"ORL","26","6'4""","205","Notre Dame","USA","2015","1","19","-11.6","player_2019","PG",27,0,19.7,1.6,4.2,0.372,0.7,2.1,0.351,0.8,2.1,0.393,0.46,0.4,0.7,0.556,0.4,1.5,1.9,3.4,1,0.1,1.3,1.8,4.2,"0%"
"285",2.5,"Zhaire Smith",2615160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2.5,"Delon Wright",2536898,"TOR","26","6'5""","183","Utah","USA","2015","1","20","-6.3","player_2019","PG",24,0,16,2.3,5.2,0.432,0.8,1.9,0.413,1.5,3.3,0.443,0.508,0.6,0.6,1,0.7,1.4,2.1,1.5,0.7,0.3,0.7,0.8,5.9,"13.60%"
"287",2.5,"DJ Wilson",2534280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2.5,"Taurean Prince",2526840,"ATL","24","6'8""","220","Baylor","USA","2016","1","12","-13.2","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6%"
"289",2.5,"Dario Saric",2526840,"MIN","24","6'10""","223","None","Croatia","2014","1","12","1.9","player_2019","PF",26,13,26.6,3.8,9.2,0.41,1.5,4.5,0.322,2.3,4.7,0.496,0.49,1.7,1.8,0.896,1.6,4.5,6.1,1.6,0.4,0.2,1.4,2.5,10.7,"9.85%"
"290",2.5,"Justin Anderson",2516047,"ATL","25","6'6","230","Virginia","USA","2015","1","21","10.1","player_2019","SG",9,0,8,1.8,4.1,0.432,0.1,1.6,0.071,1.7,2.6,0.652,0.446,0.9,1,0.889,0.6,0.8,1.3,0.4,0.6,0.1,0.3,1.2,4.6,"6%"
"291",2.5,"Shelvin Mack",2512601,"MEM","28","6'3""","203","Butler","USA","2011","2","34","-3.9","player_2019","PG",26,0,25.1,3.4,7.7,0.447,1.2,2.8,0.411,2.3,4.8,0.468,0.523,1.2,1.7,0.682,0.3,1.8,2.2,3.3,1,0.1,1.3,1.6,9.2,"0%"
"292",2.5,"Reggie Bullock",2500000,"DET","27","6'7""","205","North Carolina","USA","2013","1","25","2","player_2019","SG",18,18,28.3,3.4,8.8,0.39,1.8,5.2,0.351,1.6,3.6,0.446,0.494,1.4,1.6,0.893,0.4,1.8,2.2,2.4,0.7,0.1,0.9,1.6,10.1,"4.25%"
"293",2.5,"Manu Ginobili",2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2.5,"Bobby Portis",2494346,"CHI","23","6'11""","250","Arkansas","USA","2015","1","22","-6.8","player_2019","PF",5,4,26.2,4,9.8,0.408,0.8,2.6,0.308,3.2,7.2,0.444,0.449,1.4,2.2,0.636,1.6,8,9.6,1.8,0.4,1,1.2,3.2,10.2,"3.75%"
"295",2.5,"Dante Cunningham",2487000,"SAS","31","6'8""","230","Villanova","USA","2009","2","33","-8.1","player_2019","PF",27,20,22.7,1.7,3.7,0.465,0.9,1.7,0.489,0.9,2,0.444,0.579,0.3,0.4,0.9,1.2,3.4,4.7,1.3,0.7,0.4,0.6,1.9,4.7,"0%"
"296",2.5,"Donte DiVincenzo",2484360,"MIL","21","6'4""","203","Villanova","USA","2018","1","17","13","player_2019","SG",19,0,16.9,2.1,5.1,0.402,0.9,3.4,0.266,1.2,1.7,0.667,0.49,0.5,0.6,0.818,0.6,2.1,2.7,1.4,0.5,0.1,0.8,1.6,5.5,"7.65%"
"297",2.5,"Rondae Hollis-Jefferson",2470356,"BKN","23","6'7""","217","Arizona","USA","2015","1","23","-1.6","player_2019","SF",24,9,23.8,3.8,9.2,0.409,0.3,1,0.25,3.5,8.2,0.429,0.423,2.2,3.5,0.627,1.5,4.3,5.9,1.6,0.8,0.5,1.1,1.9,9.9,"8.82%"
"298",2.5,"Tyus Jones",2444052,"MIN","22","6'2""","196","Duke","USA","2015","1","24","0.6","player_2019","PG",26,2,17.8,1.5,4.7,0.331,0.5,1.9,0.286,1,2.8,0.361,0.388,0.5,0.6,0.75,0.2,1.4,1.6,2.8,1.1,0,0.5,0.9,4.1,"9.85%"
"299",2.5,"Jarell Martin",2416221,"ORL","24","6'10""","239","Louisiana State","USA","2015","1","25","-3.7","player_2019","PF",16,1,9.6,1.1,3,0.354,0.3,1.2,0.211,0.8,1.8,0.448,0.396,0.3,0.3,1,0.3,1.7,2,0.6,0.1,0.2,0.4,1,2.7,"0%"
"300",2.5,"TJ Leaf",2407560,"IND","21","6'10""","225","California-Los Angeles","USA","2017","1","18","6.5","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.30%"
"301",2.5,"Georgios Papagiannis",2400480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2.5,"Vince Carter",2393887,"ATL","41","6'6","220","North Carolina","USA","1998","1","5","-9.8","player_2019","SF",23,8,17.6,2.5,6.3,0.4,1.4,4,0.363,1.1,2.3,0.463,0.514,0.7,0.8,0.842,0.3,2.1,2.4,1,0.6,0.3,0.5,1.6,7.2,"6%"
"303",2.5,"Channing Frye",2393887,"CLE","35","7'0""","255","Arizona","USA","2005","1","8","-23","player_2019","C",8,1,6.6,0.9,1.6,0.538,0.8,1,0.75,0.1,0.6,0.2,0.769,0,0,NA,0,1.5,1.5,0.1,0.1,0.1,0.4,0.8,2.5,"5.33%"
"304",2.5,"Devin Harris",2393887,"DAL","35","6'3""","185","Wisconsin","USA","2004","1","5","-1.4","player_2019","PG",15,0,15.2,2,4.8,0.417,1,3,0.333,1,1.8,0.556,0.521,1.6,2.1,0.774,0.1,1.8,1.9,1.4,0.9,0.3,0.5,1.6,6.6,"0%"
"305",2.5,"Jose Calderon",2393887,"DET","37","6'3""","200","None","Spain","Undrafted","Undrafted","Undrafted","-2.5","player_2019","PG",19,0,10.8,0.8,2.4,0.326,0.2,1.2,0.182,0.6,1.3,0.458,0.37,0.2,0.3,0.8,0.2,0.7,0.8,1.7,0.5,0.1,0.5,1.1,2,"4.25%"
"306",2.5,"Zaza Pachulia",2393887,"DET","34","6'11""","270","None","Georgia","2003","2","42","2","player_2019","C",25,0,12.8,1.2,3.2,0.375,0,0.1,0,1.2,3.1,0.385,0.375,2,2.4,0.803,1.9,2.6,4.5,1.4,0.7,0.2,0.7,2.2,4.4,"4.25%"
"307",2.5,"JaVale McGee",2393887,"LAL","30","7'0""","270","Nevada","USA","2008","1","18","0.5","player_2019","C",27,27,23.5,5.1,8.4,0.608,0,0.1,0.25,5.1,8.3,0.614,0.61,1.3,1.9,0.706,2.6,4.1,6.7,0.9,0.7,2.6,1.6,2.6,11.6,"12.30%"
"308",2.5,"Udonis Haslem",2393887,"MIA","38","6'8""","235","Florida","USA","Undrafted","Undrafted","Undrafted","-17.1","player_2019","C",3,0,4.7,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0,NA,0.3,1.3,1.7,0,0,0,0.7,1,1.3,"0%"
"309",2.5,"Dwyane Wade",2393887,"MIA","36","6'4""","220","Marquette","USA","2003","1","5","0.3","player_2019","SG",19,0,26,5.5,13.1,0.418,1.6,4.5,0.349,3.9,8.6,0.454,0.478,2.4,3.5,0.672,1.1,2.6,3.6,3.9,0.6,0.6,2.4,1.9,14.9,"0%"
"310",2.5,"Raymond Felton",2393887,"OKC","34","6'1""","205","North Carolina","USA","2005","1","5","-12.2","player_2019","PG",13,0,11,1.9,5.5,0.352,0.4,2.2,0.179,1.5,3.3,0.465,0.387,0.6,0.7,0.889,0.2,1.3,1.5,1.8,0.5,0.3,0.8,0.8,4.8,"5.25%"
"311",2.5,"Amir Johnson",2393887,"PHI","31","6'9""","240","None","USA","2005","2","56","-8.5","player_2019","C",26,1,10.3,1.5,2.8,0.534,0.2,0.5,0.462,1.3,2.3,0.55,0.575,0.7,0.9,0.783,0.8,2.2,2.9,1.3,0.3,0.3,1.1,2.1,3.9,"3.07%"
"312",2.5,"Jeff Green",2393887,"WAS","32","6'9""","235","Georgetown","USA","2007","1","5","-2.2","player_2019","PF",25,2,23.9,3.6,7.4,0.492,1,2.9,0.342,2.6,4.5,0.589,0.559,1.7,1.9,0.915,1.3,3.3,4.6,1.2,0.6,0.5,1.3,1.9,10,"8.95%"
"313",2.5,"Lonnie Walker",2360160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2.5,"John Collins",2299080,"ATL","21","6'10""","235","Wake Forest","USA","2017","1","19","-2.3","player_2019","PF",11,9,28,7.6,12.3,0.622,0.6,2.5,0.259,7,9.8,0.713,0.648,2.2,2.8,0.774,2.2,6.1,8.3,2.6,0.1,0.5,2.1,2.7,18.1,"6%"
"315",2.5,"Denzel Valentine",2280600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2.5,"Larry Nance Jr",2272390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2.5,"Kevin Huerter",2250960,"ATL","20","6'7""","190","Maryland","USA","2018","1","19","-2.1","player_2019","SG",25,9,21.6,2.2,5.6,0.403,1.2,3.1,0.385,1,2.4,0.426,0.511,0.5,0.6,0.75,0.8,2.4,3.3,2.2,0.7,0.4,1,1.6,6.2,"6%"
"318",2.5,"Monta Ellis",2245400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2.5,"Harry Giles",2207040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","PF",20,0,9.5,2.2,4.7,0.468,0,0.1,0,2.2,4.6,0.478,0.468,0.5,1.1,0.476,1,1.9,2.8,1.2,0.6,0.2,1,2.2,4.9,NA
"320",2.5,"Darius Miller",2205000,"NOP","28","6'8""","225","Kentucky","USA","2012","2","46","-1","player_2019","SF",25,0,20.7,2,4.9,0.415,1.5,4,0.38,0.5,0.9,0.565,0.569,0.5,0.6,0.813,0.2,1.1,1.3,1.4,0.6,0.2,0.6,2,6.1,"6%"
"321",2.5,"Omri Casspi",2176260,"MEM","30","6'9""","225","None","Israel","2009","1","23","6.6","player_2019","SF",20,0,12.8,2,3.6,0.542,0.4,1.1,0.333,1.6,2.6,0.627,0.59,1.1,1.8,0.583,0.4,2.7,3.1,0.9,0.5,0.2,0.5,1,5.3,"0%"
"322",2.5,"Derrick Rose",2176260,"MIN","30","6'3""","200","Memphis","USA","2008","1","1","1","player_2019","PG",25,6,29.7,7.1,14.6,0.488,1.6,3.4,0.476,5.5,11.2,0.491,0.542,2.6,3,0.842,0.8,2.3,3,4.5,0.6,0.3,1.8,1.2,18.4,"9.85%"
"323",2.5,"Juan Hernangomez",2166360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","PF",26,15,27.2,3.4,6.9,0.492,1.7,3.8,0.444,1.7,3.1,0.55,0.615,1.4,1.8,0.787,1.7,4,5.7,0.9,0.5,0.5,0.9,1.8,9.9,NA
"324",2.5,"Jonas Jerebko",2165481,"GSW","31","6'10""","231","None","Sweden","2009","2","39","5.7","player_2019","PF",28,5,20.3,2.6,5.5,0.474,1.1,3,0.376,1.5,2.5,0.594,0.578,1.1,1.3,0.838,1.4,4.2,5.6,1.8,0.4,0.2,0.8,2.6,7.5,NA
"325",2.5,"Quincy Pondexter",2165481,"SAS","30","6'7""","230","Washington","USA","2010","1","26","9.6","player_2019","SF",23,0,6.1,0.6,1.1,0.5,0.1,0.4,0.3,0.4,0.7,0.625,0.558,0.9,1.1,0.84,0.2,1,1.1,0.4,0.3,0,0.3,0.7,2.2,"0%"
"326",2.5,"Greg Monroe",2165481,"TOR","28","6'11""","265","Georgetown","USA","2010","1","7","-18.7","player_2019","C",12,0,7.3,1.6,3.3,0.475,0,0.2,0,1.6,3.2,0.5,0.475,0.4,0.8,0.556,1.1,1.9,3,0.4,0.4,0,0.7,0.9,3.6,"13.60%"
"327",2.5,"Josh Okogie",2163600,"MIN","20","6'4""","212","Georgia Tech","Nigeria","2018","1","20","-0.5","player_2019","SG",19,7,19.4,2.6,6.6,0.392,0.8,2.7,0.314,1.7,3.9,0.446,0.456,1.1,1.4,0.741,0.7,2.4,3.1,0.9,0.8,0.3,0.9,1.9,7.1,"9.85%"
"328",2.5,"Terrance Ferguson",2118840,"OKC","20","6'7""","190","None","USA","2017","1","21","8.6","player_2019","SG",19,19,21.8,1.6,4.2,0.388,0.8,2.6,0.3,0.8,1.6,0.533,0.481,0.3,0.4,0.75,0.6,1.4,2,0.9,0.5,0.2,0.7,2.6,4.4,"5.25%"
"329",2.5,"Raul Neto",2100000,"UTA","26","6'1""","179","None","Brazil","2013","2","47","-2","player_2019","PG",11,0,11.2,1.7,3.5,0.5,0.4,1.4,0.267,1.4,2.1,0.652,0.553,0.8,0.9,0.9,0.2,1,1.2,2.5,0.5,0,1,1,4.6,"5%"
"330",2.5,"Grayson Allen",2076960,"UTA","23","6'5""","198","Duke","USA","2018","1","21","-15.7","player_2019","SG",16,1,9.7,1.2,3.6,0.333,0.6,2.3,0.27,0.6,1.3,0.45,0.421,1.1,1.6,0.72,0.1,0.3,0.3,0.4,0.1,0,0.6,1.1,4.1,"5%"
"331",2.5,"Jarrett Allen",2034120,"BKN","20","6'11""","237","Texas","USA","2017","1","22","1.7","player_2019","C",26,26,28.2,4.7,8,0.587,0.1,0.8,0.15,4.6,7.2,0.633,0.594,2.8,4,0.718,3,5.6,8.5,1.6,0.5,1.5,1.5,2.8,12.3,"8.82%"
"332",2.5,"Isaiah Thomas",2029463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2.5,"Spencer Hawes",2007058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2.5,"Torrey Craig",2e+06,"DEN","28","6'7""","215","South Carolina Upstate","USA","Undrafted","Undrafted","Undrafted","-1.7","player_2019","SF",22,16,17.5,1.6,4.3,0.379,0.4,2,0.182,1.3,2.3,0.549,0.421,0.4,0.6,0.571,1.4,2.1,3.5,0.6,0.5,0.4,0.7,2.2,4,"4.63%"
"335",2.5,"Cole Aldrich",2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2.5,"Chandler Hutchison",1991520,"CHI","22","6'7""","197","Boise State","USA","2018","1","22","-4.2","player_2019","SF",24,3,17.8,1.7,3.9,0.426,0.3,1,0.25,1.4,2.9,0.486,0.457,0.6,1.1,0.556,0.6,3.3,4,0.8,0.5,0.2,0.7,1.3,4.2,"3.75%"
"337",2.5,"Ante Zizic",1952760,"CLE","21","6'11""","254","None","Croatia","2016","1","23","-6.6","player_2019","C",18,0,8.9,1.3,2.6,0.5,0,0,NA,1.3,2.6,0.5,0.5,0.8,1.3,0.625,1.1,1.8,2.9,0.3,0.1,0.1,0.9,1.2,3.4,"5.33%"
